Name,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
Meera,21,Male,90.1,1.72,184,138,68,1.35,1043,Yoga,27.1,2.1,4,3,22.34
Anaya,18,Male,48.2,1.75,180,134,63,1.39,1053,Yoga,22.1,2.2,4,1,16.34
Ishaan,18,Male,78.1,1.75,184,158,50,,871,Cardio,31.6,2.5,2,3,17.61
Vihaan,31,Male,67.4,1.83,167,122,66,1.49,1032,HIIT,30.6,3.1,5,2,18.29
Ishaan,27,Male,44.1,1.56,169,,72,1.34,1124,Strength,10,3.1,2,1,20.18
Aarav,26,Male,65,1.69,171,162,62,1.54,1066,Strength,16.6,3.5,2,2,29.56
Kabir,33,Female,95,1.85,168,140,56,1.3,958,Strength,20.5,3.3,3,2,12.66
Aarav,30,Female,65.3,1.76,192,161,57,1.16,1092,Cardio,32.1,1.9,4,3,23.82
Yuvan,59,Male,40,1.72,182,164,56,1.27,1783,HIIT,12.6,3.1,4,3,12.32
Ishaan,46,Female,82.9,1.74,194,165,52,2,1107,Cardio,24.3,3.1,3,3,14.4
Tia,18,Male,59.4,1.87,195,139,74,2,958,Yoga,14.9,2.7,3,2,36.72
Riya,49,Male,58.2,1.82,171,154,67,1.38,624,Strength,20.8,3.5,4,1,19.11
Ishaan,37,Female,77.3,1.58,180,140,61,1.57,1333,HIIT,23.5,1.5,2,2,12.32
Aryan,22,Male,66,1.67,181,122,50,0.96,912,Cardio,26.3,1.5,3,2,15.29
Sara,29,Female,67.4,1.76,187,120,74,1.1,911,Cardio,21.4,2.3,5,1,19.6
Aryan,31,Male,62.2,1.7,168,155,55,0.62,1596,Strength,35,3.2,2,1,16.7
Yuvan,45,,67.3,1.67,198,155,54,0.72,1006,Yoga,33.2,3.5,4,2,17.76
Reyansh,27,Female,59.6,1.73,182,139,71,1.42,1321,Strength,16.3,3.3,4,3,16.62
Riya,35,Male,40,1.72,182,120,70,1.22,1178,HIIT,14.6,1.9,4,2,17.87
Saanvi,24,Male,41.3,1.73,180,156,74,1.55,1285,HIIT,26.2,3.2,4,3,14.93
Aanya,48,Male,97,1.73,172,122,74,1.7,903,Cardio,12.8,3.5,4,2,22.39
Arjun,59,Female,47.2,1.68,185,159,70,1.49,704,Strength,15.4,2.2,4,2,23.79
Sara,49,Female,58.7,1.79,,120,67,0.9,900,Cardio,24.4,3.7,4,2,28.66
Arjun,33,Male,65.7,1.97,167,144,53,1.1,872,Cardio,19.1,2,4,1,19.14
Meera,31,Male,80.2,1.74,187,141,72,1.23,1326,Strength,21.2,2.8,2,2,16.1
Aryan,40,Male,59.3,2,166,141,74,1.44,801,Cardio,24.6,3.4,5,2,17.04
Myra,28,Male,61.1,1.74,163,156,59,1.89,1277,Cardio,21.5,3.4,2,2,
Aanya,57,Female,79.4,1.55,160,164,50,1.55,1116,Strength,32.2,3.6,2,2,14.69
Zara,55,Male,86.2,2,189,159,66,1.78,462,Strength,27.2,,3,1,20.09
Vivaan,28,Male,59.3,1.79,189,128,69,0.91,877,Strength,24.8,2.1,4,1,28.16
Ishaan,23,Male,40,1.87,161,,74,1.5,1200,Strength,23.7,3.3,4,3,13.11
Vivaan,30,,61.8,1.88,189,142,73,1.02,1033,Cardio,23.7,2.3,4,1,21.86
Myra,30,Male,40,1.63,192,157,64,1.31,1078,HIIT,10,2.8,3,1,14.92
Riya,25,Female,61.4,1.7,172,166,72,1.28,1064,Yoga,32.5,3,3,2,19.45
Aryan,46,Female,80.2,1.98,172,155,73,1.29,1355,Yoga,26.8,3.3,4,3,15.63
Meera,24,Female,89,1.61,,160,74,1.3,827,Yoga,23.8,3.1,3,3,30.63
Vihaan,28,Male,58,1.77,179,157,74,1.59,1145,Yoga,21.3,1.5,2,3,14.72
Vihaan,27,Male,53,1.91,172,123,54,1.09,655,Strength,34.4,3.1,3,2,21.18
Krishna,23,Female,51.2,1.92,187,169,55,1.1,969,Yoga,25.3,2.7,2,1,16.98
Ishaan,26,Female,51.9,1.9,182,129,55,2,1418,Cardio,32.2,2.4,2,1,20.41
Advait,27,Female,56.3,1.7,191,134,72,1.61,1631,Yoga,23.4,3.3,3,1,30.84
Krishna,,Male,92.4,1.52,197,135,59,1.12,1515,Cardio,25.9,3.2,3,2,16.46
Saanvi,59,Male,108.3,1.53,183,122,50,0.86,1071,HIIT,21.9,3.3,3,1,17.75
Kabir,22,Female,71.5,1.81,195,164,51,1.52,935,Yoga,22,2.6,3,2,14.55
Sara,18,Male,89.4,1.84,168,168,69,2,968,Strength,17.3,2.6,5,2,14.77
Tia,32,Male,82.3,1.55,172,128,74,1.52,990,HIIT,26.7,2,3,1,20.15
Saanvi,35,Male,96.5,1.54,168,160,70,1.43,1573,Yoga,35,3.4,4,1,20.43
Anaya,44,Male,40,1.91,181,124,71,1.55,1545,Cardio,26.5,3.4,3,1,35.01
Zara,43,Male,65.2,1.5,182,157,68,2,1417,Yoga,26.7,3.1,4,2,14.95
Ishaan,38,Female,77.1,,177,169,72,1.73,1538,Cardio,26.4,3.6,3,1,13.97
Advait,18,Male,53.9,1.62,170,169,72,1.38,810,Cardio,24.7,3.4,3,1,29.34
Krishna,42,Male,,1.87,176,127,74,1.82,693,Yoga,10,2.1,4,1,20.3
Saanvi,22,,69.6,1.8,186,136,73,1.37,1081,Cardio,28.6,2,5,3,21.14
Aarav,18,,62.9,1.72,191,157,63,1.31,514,Strength,26.3,2.2,3,2,12.32
Myra,18,,69.1,1.64,183,139,73,1.32,1002,,26,1.5,5,1,16.27
Advait,37,Female,61.3,1.96,193,169,65,2,947,Yoga,31.1,3.5,5,1,24.18
Aryan,37,Female,78.5,1.5,189,169,60,1.67,954,HIIT,17.9,2.4,3,3,21.98
Aryan,41,Female,40,1.78,182,155,68,1.51,1376,HIIT,29.8,2.1,2,3,12.32
Zara,18,Male,49.9,1.75,182,158,74,2,1032,Strength,23.1,3.1,5,1,17.64
Arjun,46,Female,69.9,1.68,173,168,64,1.43,911,Strength,35,3.4,3,2,18.95
Saanvi,24,Male,62.5,1.58,175,137,51,2,1231,Strength,32.2,3.6,4,1,36.26
Aanya,22,Male,40,1.67,162,146,59,1.04,807,Strength,24.1,1.5,3,1,13.05
Yuvan,53,Female,46.8,1.69,163,169,56,1.32,1017,HIIT,27.6,2.4,4,2,29.04
Advait,44,Female,75.2,1.9,185,131,65,0.94,1303,Cardio,18,3.4,3,2,
Saanvi,43,Male,70.1,1.72,187,129,54,1.43,984,HIIT,25,1.6,3,1,25.52
Zara,18,Male,40,1.7,190,120,64,1.33,1589,Yoga,26.8,3.1,2,1,18.76
Anaya,59,Female,73.6,1.6,164,158,58,1.35,1216,\nStrength,30,2.3,5,2,15.78
Riya,18,Male,40,1.65,160,144,73,2,1078,\tYoga,17.4,3.5,2,1,21.36
Yuvan,43,Male,72.6,1.64,166,152,54,1.22,1188,Cardio,21.3,2.5,2,2,12.97
Ishaan,36,Male,87.6,1.81,179,140,56,0.9,645,HIIT,22.1,3.6,2,1,18.22
Saanvi,26,Female,110.3,1.94,171,,51,1.25,1376,HIIT,30,3.7,3,1,12.32
Vihaan,,Female,79,1.68,195,158,61,2,1410,Strength,31.1,2.5,5,2,14.2
Riya,40,Male,40,1.73,194,149,72,1.06,811,HIIT,19.4,2.7,2,3,36.56
Yuvan,18,Male,123.8,1.62,164,167,59,1.43,303,Strength,22.3,3.6,2,3,24.63
Myra,59,Female,40,1.84,167,137,53,1.87,681,Yoga,23.7,2.2,2,2,14.55
Ishaan,38,Male,41.4,1.71,183,168,73,0.94,1253,Yoga,30.8,3.2,3,1,14.6
Sara,33,Female,60.5,1.76,160,146,67,0.58,1172,HIIT,26.4,,4,2,28.93
Tia,45,Female,40,1.69,162,147,68,1.19,979,HIIT,25.2,2.4,4,2,12.75
Yuvan,44,Female,52.8,1.71,198,132,63,2,1783,HIIT,21.7,3.4,4,2,12.32
Aryan,39,Female,69.9,1.85,164,147,50,1.3,1562,Yoga,27.7,3.7,3,3,12.87
Arjun,25,Female,51,1.76,167,127,70,0.72,1119,,25.1,2.6,4,3,12.64
Aryan,50,Female,92.6,1.91,171,137,54,1.6,303,Strength,25.2,2.3,3,1,21.42
Saanvi,21,Female,52.7,1.53,182,134,50,1.19,1090,Strength,31.5,3.4,3,3,25.06
Aryan,49,Male,40,1.75,166,169,59,1.3,,Yoga,19.7,1.6,4,2,19.15
Vivaan,20,Male,40,1.78,192,149,57,0.93,1075,Strength,25.5,1.9,4,1,22.57
Saanvi,50,Male,40,1.92,168,144,55,1.48,692,Cardio,16,2.5,5,1,18.29
Yuvan,52,Female,81.7,1.59,164,136,67,1.91,1025,HIIT,28.2,3.4,2,2,19.89
Aanya,41,Male,65.9,1.93,188,124,74,1.36,1419,Yoga,22.6,1.5,2,2,17.6
Riya,22,Male,55,1.88,176,131,74,2,1445,Yoga,16.3,1.9,,1,26.04
Arjun,19,,92.2,1.73,170,150,74,2,538,Cardio,10,2.2,2,1,15.3
Zara,31,Female,67.9,1.7,163,124,68,1.43,1338,Cardio,13,3.1,5,1,13.87
Myra,32,Female,86,1.6,164,144,65,1.09,1196,HIIT,17.4,1.5,2,1,20.18
Yuvan,29,Female,60.6,1.83,172,161,60,1.32,760,Strength,25,3.3,5,2,18.03
Krishna,34,Male,47.8,1.69,182,153,68,1.63,1249,Yoga,20.2,1.5,4,3,12.32
Krishna,19,Male,79.4,1.77,165,150,73,1.23,1148,Cardio,24.1,3.3,3,2,22.64
Sara,33,Female,62.4,1.72,168,164,74,0.91,1042,Yoga,27.1,3.4,5,2,29.29
Myra,47,Male,71.3,1.83,186,163,68,0.95,837,Strength,22.6,1.5,5,2,18.61
Saanvi,37,Male,116.2,1.65,194,160,74,1.98,1036,Yoga,22.1,2.4,4,1,23.58
Kabir,50,Male,55.8,1.81,161,126,55,1.32,909,Yoga,23.6,2.9,4,2,12.32
Kabir,49,Male,53.5,1.79,167,158,64,1.31,1268,Yoga,,1.9,2,1,27.68
Aryan,53,Female,55.9,1.78,182,125,58,1.45,1308,Yoga,21.1,1.5,3,2,12.32
Aarav,29,Female,80.7,1.74,192,121,72,1.43,839,Strength,26.5,1.5,4,1,12.32
Aarav,46,Male,69,1.88,177,120,74,1.63,1183,Strength,23.4,3.6,4,2,14.54
Ishaan,34,Male,60.5,1.8,171,120,68,1.57,1452,Cardio,27.1,3.2,3,1,12.32
Kabir,44,,71.6,1.73,167,138,71,1.45,1000,Strength,23.6,2.6,2,3,21.12
Reyansh,51,Female,96.3,1.88,166,127,59,1.32,1362,Strength,28.1,1.9,2,2,16.31
Riya,47,Male,48.4,1.65,196,148,60,1.29,1357,Cardio,11.3,1.5,3,2,12.51
Aarav,52,Male,77.8,1.59,183,135,50,1.37,949,Cardio,27.3,2.9,4,2,23.73
Aanya,25,Male,85.5,1.8,168,156,69,1.39,644,Strength,15.7,3.3,2,1,12.32
Vihaan,28,,74.9,1.74,196,163,54,1.24,1144,Cardio,30.7,1.6,2,1,25.53
Krishna,30,Male,67.4,1.79,185,169,59,1.27,1398,Cardio,18.9,3.4,5,3,25.14
Riya,36,Male,71,1.66,168,131,74,1.1,567,HIIT,20.3,3.7,4,1,28.31
Aarav,24,Female,50.5,2,177,129,70,1.33,1213,Strength,26.6,,2,2,16.2
Aarav,55,Male,94.8,2,192,169,50,1.38,1458,Strength,23.2,2.3,3,3,
Aanya,,Female,73.6,1.79,195,146,73,1.13,636,HIIT,14.1,2.7,2,1,12.32
Vihaan,21,Male,47.8,1.62,173,129,74,1.59,1638,HIIT,25.8,2.4,3,2,12.32
Aryan,41,Male,40,1.74,166,154,71,1.13,1356,HIIT,20.1,2.8,3,3,15.67
Yuvan,51,Male,43.9,1.78,194,136,51,0.98,1293,Strength,27,1.5,2,1,15.75
Tia,47,Male,59.6,1.88,192,125,50,1.32,1108,Yoga,30.6,2.3,3,2,12.32
Vivaan,22,Female,56.1,1.91,167,122,70,1.4,1183,Cardio,24.9,2.7,2,1,12.32
Aanya,18,Male,56.5,1.93,177,156,52,1.53,1419,Strength,22.3,3.5,4,2,16.43
Anaya,39,Male,83.7,1.52,187,152,58,1.65,1647,Strength,29.3,3.2,,,15.84
Riya,34,Female,79.1,1.73,188,151,58,1.32,1191,Yoga,30.7,3.6,,2,18.31
Zara,46,Female,56.7,1.97,199,160,56,1.3,1215,HIIT,26.4,2.4,3,1,16.02
Advait,22,Female,48.9,1.84,185,164,73,1.13,,Yoga,27,1.5,3,3,22.64
Riya,43,Female,47.1,1.81,166,149,69,0.76,998,HIIT,22.2,3,4,1,29.69
Meera,51,Male,65.1,1.85,185,130,60,2,717,Cardio,22.2,1.9,2,2,15.62
Tia,55,Female,60.6,1.68,185,124,70,1.35,1447,HIIT,24,2,4,1,18.66
Tia,42,Female,101,1.56,186,168,56,1.19,650,HIIT,27.6,3.6,4,1,24.46
Zara,31,Female,66.4,1.76,175,140,69,1.55,640,Strength,24.7,3.5,4,2,29.07
Riya,49,Male,97.1,2,174,153,74,1.26,763,Strength,10,2.6,2,2,23.64
Sara,29,Male,73.7,1.88,192,141,59,1.68,769,Cardio,,3.2,3,3,24.55
Aryan,44,Male,86.1,1.73,178,140,51,1.12,1244,Strength,22.7,3.4,3,3,19.23
Saanvi,37,Female,58.7,1.78,195,154,59,1.34,1015,Cardio,29.5,2.8,2,3,18.67
Zara,37,Female,69.1,1.74,175,127,53,1.61,1411,Strength,31.9,3.6,2,2,18.07
Anaya,46,Female,73,1.73,164,150,54,1.87,1037,Cardio,25.1,3.4,2,,15.27
Arjun,53,Male,67.3,1.5,199,151,60,1.04,593,HIIT,15.8,3.4,4,2,12.32
Anaya,47,Female,59.2,1.67,182,169,57,1.06,1252,HIIT,31.5,2.2,3,2,23.65
Aanya,46,Female,119.6,1.71,176,129,53,1.26,1144,HIIT,23.9,1.7,4,2,12.32
Aarav,53,Male,80.1,1.69,188,167,74,2,1196,Strength,13,2.3,3,1,14.85
Kabir,42,Male,59.1,1.65,183,138,71,2,957,Strength,21.2,2,2,2,35.06
Vivaan,48,,88.8,1.91,183,156,67,0.87,853,Cardio,32.5,3.3,3,2,19.12
Riya,36,Male,53.4,1.75,177,120,70,0.68,1257,Yoga,26.7,2.7,5,2,35.28
Meera,18,Male,98.9,1.58,181,126,68,1.48,1330,Cardio,27.5,3.1,3,2,12.32
Aarav,41,Female,112.2,1.81,188,159,53,1.16,995,Yoga,30.3,3.3,3,2,18.28
Aryan,30,Male,101.6,1.73,190,133,56,1.38,1047,Cardio,22.1,3.2,3,3,40.75
Anaya,19,Female,74.7,1.85,194,127,74,0.65,1105,Cardio,19.4,3.6,2,2,16.46
Anaya,22,Male,68.4,1.86,175,129,66,1.99,895,Cardio,20,3.6,5,1,16.16
Aanya,22,Female,86.2,1.93,167,145,62,1.74,640,Strength,18.6,3.3,3,1,29.48
Arjun,51,Male,98.9,1.85,181,138,70,1.49,859,Cardio,25,1.5,2,2,25.3
Meera,27,Female,50.6,2,174,129,68,1.34,1179,HIIT,31,2,5,2,24.12
Aryan,56,Female,68.1,2,168,160,74,1.39,1350,Yoga,23.8,3.3,5,2,17.05
Reyansh,22,Female,53,1.83,199,129,74,0.88,540,Strength,11.9,3.1,4,2,15.29
Reyansh,28,Male,59.2,1.68,187,127,54,1.53,466,Strength,27.3,2.9,2,3,12.32
Vivaan,35,Male,40,2,169,138,72,1.08,576,Strength,31.2,2.9,2,3,20.21
Aryan,48,Male,90.4,2,193,156,59,1.78,1246,Cardio,24.4,2.3,3,2,13.35
Ishaan,25,Female,74.6,1.63,182,160,60,0.93,1028,HIIT,14.8,3.5,3,2,18.08
Yuvan,24,Male,92.2,1.71,194,141,59,2,1580,HIIT,32.9,2.4,4,2,
Saanvi,35,Female,56.2,1.74,170,151,66,0.99,1215,Strength,26.9,2.9,4,2,20.61
Tia,18,Male,63,1.66,191,168,74,0.89,456,Strength,24.5,2.7,3,2,14.75
Aryan,50,Female,76.1,1.82,191,146,54,1.12,817,Cardio,25,3.2,2,1,14.5
Arjun,52,Male,66.6,1.56,175,152,60,1.04,1783,Yoga,15.4,2.7,4,2,40
Kabir,32,Female,45.9,1.83,192,120,55,1.49,808,Yoga,22.4,1.5,3,1,17.82
Zara,31,Female,86.4,1.59,187,169,50,2,1336,Yoga,27.6,1.6,4,1,14.57
Tia,30,Female,54.9,1.93,187,165,70,0.94,836,Cardio,26.7,3.7,4,2,13.37
Sara,21,Male,91.2,1.7,194,142,62,0.91,1090,Strength,33.3,3.7,3,2,17.63
Kabir,46,Male,54.2,1.91,171,169,67,0.9,771,HIIT,14,2.6,3,3,26.79
Riya,22,Female,60.8,1.77,169,130,74,1.1,1298,Cardio,25.4,3.3,2,3,13.58
Meera,30,Male,46.8,1.67,164,153,74,1.53,684,Cardio,15.2,2.3,4,2,12.32
Sara,31,Female,48.1,1.58,181,125,70,1.88,695,HIIT,23.1,3.3,3,2,26.69
Aryan,36,Male,56.5,1.61,189,123,58,2,1093,Yoga,32.6,3.5,3,3,25.74
Vihaan,55,Female,78.4,1.59,171,132,74,2,1182,HIIT,13.6,3.7,3,1,12.32
Advait,44,Male,78.2,1.8,171,169,59,1.79,1730,HIIT,17,3.5,5,1,18.17
Kabir,34,Female,74.2,1.83,194,153,60,1.24,1632,Strength,27.3,3,4,2,20.18
Advait,57,Female,84,1.95,199,142,51,1.66,872,Strength,17.5,3.4,4,1,21.88
Kabir,47,Female,79.2,1.81,160,169,74,1.28,595,Yoga,19,3.3,2,2,20.55
Vihaan,20,Female,102.9,1.61,172,146,70,1.57,1113,Yoga,23.5,3.2,3,3,21.82
Aanya,30,Female,57.8,1.89,168,165,67,1.38,1099,Strength,25.6,1.5,,1,15.3
Kabir,37,Female,94.5,1.73,198,135,74,1.16,717,Strength,23.8,1.6,4,3,17.52
Anaya,54,Male,70.9,1.7,\n175,131,74,1.5,750,HIIT,29.4,3.7,4,2,13.4
Yuvan,54,Female,52.6,1.81,167,167,53,1.46,988,Yoga,26.7,2.4,2,1,27.97
Aarav,31,Female,50.9,1.51,174,130,58,2,1743,Strength,26.9,3.5,,1,22.5
Yuvan,43,,58.9,1.85,174,139,67,1.41,1217,,19.9,2,2,1,20.61
Sara,22,Female,69.3,1.56,164,136,50,1.33,1084,Yoga,30.7,3.4,3,,23.56
Sara,18,Female,93.3,1.71,199,,50,1.59,1166,Yoga,22.3,2.6,4,1,24.01
Aanya,24,Female,91.2,1.82,181,158,74,1.49,1263,,26.9,1.8,2,2,12.74
Arjun,45,Female,40,1.59,199,144,70,1.2,,HIIT,15.3,,3,3,19.33
Myra,34,,80.6,1.76,177,163,,2,1783,Cardio,27.5,3.4,4,1,13.09
Riya,25,Male,40,1.56,195,132,57,0.65,499,Yoga,16.7,3.4,3,2,12.32
Vivaan,45,Male,76.6,1.77,181,122,64,1.82,1186,Cardio,19.1,3.5,2,1,20.79
Tia,25,Female,61.1,1.72,176,162,53,0.92,1378,Strength,15,3.4,4,1,12.62
Yuvan,51,Female,58.8,1.78,172,120,54,2,1113,HIIT,31.5,2.3,4,1,
Ishaan,31,Female,48.4,1.81,178,120,71,1.45,1004,Strength,23.1,1.5,3,1,31.33
Vihaan,28,Female,77.8,1.62,164,161,70,1.52,1095,Strength,23.1,3.5,5,2,21.22
Advait,48,Male,119.9,1.73,165,156,66,0.99,781,Cardio,18.5,3.6,3,1,18.18
Tia,44,,64.5,1.5,173,166,50,0.54,874,Yoga,25.2,1.9,3,2,12.32
Saanvi,39,Female,84,1.79,176,126,72,1.5,1057,HIIT,28,3.3,3,1,30.44
Ishaan,34,Male,80.7,1.8,193,153,57,1.18,930,Yoga,27.2,2.3,3,1,13.63
Saanvi,24,Female,102.6,1.67,190,132,73,1.41,800,Yoga,28.3,1.5,3,2,18.79
Ishaan,51,Female,80.4,1.64,181,,74,1.07,913,Cardio,26.4,1.5,5,3,12.32
Advait,42,Female,57.1,1.84,199,163,74,1.2,303,Strength,21.3,2.7,3,1,14.84
Vihaan,23,Female,60.5,1.88,166,149,63,,907,Yoga,23.5,3.1,4,1,15.38
Saanvi,18,Female,98.5,1.99,187,153,57,1.95,859,Yoga,22.7,1.9,3,2,15.7
Yuvan,23,Female,68,1.74,175,120,68,1.01,694,HIIT,24.5,3.5,5,2,17.47
Vihaan,18,Male,40,1.82,177,127,74,0.73,352,Yoga,26,3.4,3,2,28.42
Myra,50,Male,41.9,2,199,161,74,1.24,953,Cardio,24.6,3.2,3,2,16.02
Kabir,18,Male,60.5,1.57,177,131,59,1.3,1286,HIIT,28.1,2.6,3,2,19.42
Aanya,32,Male,40,1.61,176,156,59,,582,Yoga,15.1,3.4,4,1,25.61
Arjun,46,Male,40.7,1.66,190,169,58,0.92,760,HIIT,27.2,3.5,5,2,18.76
Saanvi,18,Female,53.8,1.7,197,120,69,1.01,1274,Strength,31.4,2.4,3,3,15.72
Aryan,18,,115.4,1.79,188,168,72,2,859,Yoga,31.2,1.8,3,2,19.06
Arjun,46,Male,54,1.82,177,163,63,1.4,979,Yoga,33.7,3.7,2,2,14.05
Arjun,24,Male,105.7,2,187,145,58,1.48,1002,Strength,25.9,2.5,3,1,43.01
Meera,31,Male,87.3,1.65,176,137,74,0.91,1262,Yoga,31.5,,4,2,26.33
Reyansh,30,Female,57.7,1.76,160,152,59,1.82,314,Cardio,23.2,1.8,4,3,12.32
Ishaan,24,Male,72.7,2,190,131,56,1.33,1126,Cardio,12.6,3.6,2,2,23.15
Ishaan,25,,102.4,1.68,188,141,56,1.66,1553,Yoga,18.6,1.7,2,2,16.38
Yuvan,29,Female,81.4,1.89,177,137,70,1.01,503,Yoga,14.5,1.5,,1,21.8
Arjun,39,Male,81.9,1.72,187,156,53,1.19,1329,Yoga,24.2,3.4,4,2,12.91
Anaya,48,Female,65.1,1.79,189,120,74,1.26,325,Strength,23.5,2.1,5,3,28.56
Riya,28,Female,67.8,1.57,198,135,67,2,1062,Strength,30.5,1.5,3,1,14.86
Vivaan,25,Male,56.9,1.61,183,130,,1.33,804,HIIT,20.1,1.5,4,2,23.68
Krishna,53,Female,55,1.6,181,133,74,1.25,645,Strength,28.2,2.4,4,1,21.6
Zara,38,,42.6,1.61,172,122,69,1.13,462,Yoga,14.9,2.5,2,,15.67
Ishaan,50,Female,61.5,1.57,199,139,71,0.95,798,Cardio,22.5,3.5,4,2,17.3
Zara,27,Male,64.2,1.89,188,143,51,2,1662,Strength,23,3.1,4,2,17.41
Riya,38,Male,76.7,1.99,192,131,74,1.14,1263,Strength,28.3,1.6,5,1,14.98
Sara,51,Male,100.2,,164,153,72,1.16,1499,Yoga,10,1.7,4,1,16.37
Aanya,54,Female,58.1,1.57,182,169,74,1.59,649,Cardio,19.7,3.4,3,2,23.19
Aryan,33,Female,58.2,1.62,170,163,60,1.21,1524,Cardio,26.5,2.8,3,2,12.32
Aarav,30,Male,80.1,,192,153,50,0.55,1222,Strength,31.7,1.5,3,1,19.51
Kabir,46,Male,55.1,1.62,170,166,52,1.03,1370,Cardio,34.4,1.8,2,1,26.04
Yuvan,32,Female,51.2,1.9,162,160,60,1.25,988,Cardio,21.6,2.5,3,2,22.51
Meera,43,Male,40,1.95,162,138,58,2,918,Yoga,26.4,1.8,4,2,18.66
Sara,42,Male,45.3,1.53,193,128,74,1.05,810,,21.1,2.4,2,2,17.18
Reyansh,22,Female,54.1,1.76,178,127,65,1.42,501,Strength,29.2,3.7,4,1,22.15
Aryan,24,Male,58.8,1.89,163,150,73,1.28,800,Strength,27.1,2.5,2,2,15.86
Meera,36,,55.5,1.69,198,132,71,1.85,1590,Cardio,15.3,2.2,3,2,27.8
Krishna,27,Female,40,1.8,162,140,74,1.42,901,HIIT,22.2,2.5,5,1,29.73
Riya,41,Male,53,1.62,161,142,61,1.42,761,Strength,21,3.3,3,1,20.51
Zara,18,Female,83.5,1.67,162,169,70,1.54,1389,Cardio,12.1,1.7,2,1,33.8
Arjun,51,Female,58.6,2,162,150,55,1.28,1030,Strength,16.7,3.4,3,2,37.28
Tia,18,Female,40,1.9,166,169,57,1.28,1556,Strength,17.4,2.1,2,3,19.51
Vihaan,44,Female,91.2,1.87,194,141,66,1.66,1345,Yoga,22.7,2.5,2,1,15.5
Zara,31,Male,60.7,1.62,198,120,71,1.35,967,Yoga,31.2,3.2,4,2,23.83
Vivaan,36,Male,62.2,1.5,192,132,61,2,913,HIIT,11.4,1.5,3,2,22.96
Reyansh,23,Female,62.1,1.83,168,149,51,1.39,1135,Yoga,26.1,2,3,2,21.35
Advait,24,Male,79,1.62,177,169,73,1,887,Yoga,25,3.5,2,3,12.32
Ishaan,38,Male,58.4,1.65,169,141,53,2,1109,Yoga,24,2.3,2,1,35.49
Arjun,31,Female,75.8,1.7,199,129,60,0.87,922,HIIT,24.2,1.9,2,1,15.58
Advait,55,Female,65.5,1.94,170,123,74,1.37,787,HIIT,28.7,3.1,3,1,17
Tia,52,Female,81,1.62,178,146,53,1.44,1628,Strength,25.4,2.5,4,1,17.41
Tia,24,Female,84.5,1.84,171,128,63,0.7,1067,,32,2.4,2,1,12.32
Zara,18,Male,48.7,1.75,187,141,70,2,1266,\tCardio,34.4,2.6,3,1,38.48
Arjun,30,Male,88.3,1.72,195,158,70,,1327,,12.3,3.6,3,2,33.99
Ishaan,53,Female,,1.55,190,150,71,,1006,Strength,22.8,3.5,4,2,29.07
Zara,56,Female,85.2,1.6,163,151,51,1.25,672,Yoga,26.5,1.7,3,1,21.05
Anaya,,Male,68.7,1.81,192,169,62,1.08,1783,Strength,10,3.4,,1,32.2
Zara,40,Male,97.4,1.66,166,149,60,1.16,700,HIIT,20.8,,2,2,25.05
Aryan,33,Male,73.3,1.86,187,123,60,1.22,1254,Cardio,35,1.9,4,1,15.26
Tia,33,Female,44.9,1.73,176,158,74,2,905,Strength,27,2.1,3,2,23.8
Anaya,39,Male,59.9,1.71,174,131,50,1.41,733,Yoga,24.7,2.9,2,2,19.74
Aryan,40,Male,43.9,1.92,186,143,74,0.83,1018,Yoga,12,3.1,3,1,29.23
Sara,20,Male,40,1.52,164,144,65,1.53,629,Strength,22.6,3.1,4,1,22.23
Reyansh,26,Male,65.9,1.99,166,127,71,1.08,1218,Cardio,22,2.6,4,2,13.91
Reyansh,21,Female,59.8,1.65,162,169,74,1.5,1130,Cardio,30.4,3.2,5,3,12.32
Sara,36,Female,77.7,1.66,193,120,72,1.21,1115,Strength,11.3,2.2,2,3,22.23
Myra,30,Male,61.6,1.77,170,130,74,2,1068,Yoga,24.3,1.5,5,2,24.78
Vivaan,18,Female,44.2,1.64,171,164,66,1.14,1083,Yoga,16.1,2.2,5,2,18.36
Aarav,22,Male,63.7,1.85,192,122,53,1.06,1032,Yoga,24.4,2.5,3,3,13.95
Reyansh,45,Male,54.4,1.55,182,139,74,2,1179,HIIT,24.3,3.1,5,3,12.32
Saanvi,43,Female,93.8,1.65,170,162,61,1.37,848,Strength,,2.8,3,1,15.58
Anaya,18,Female,77.7,1.55,178,131,67,1.4,1259,Strength,14.8,2.4,3,2,12.32
Ishaan,18,Male,57.6,1.74,172,120,74,1.46,635,Strength,15,3.2,2,3,12.8
Myra,20,Male,75.6,1.74,192,128,72,1.86,906,Cardio,21.4,3.3,4,2,34.73
Aryan,47,Male,85.5,1.84,172,152,68,0.98,773,Cardio,24.1,2.6,2,2,19.61
Riya,25,Male,62.4,1.59,166,151,66,1.27,903,,11,3,4,1,32.63
Ishaan,31,Female,53.5,1.68,180,155,57,0.86,875,Strength,22.6,3.3,2,1,20.61
Vihaan,47,Male,78.8,1.82,167,144,66,1.66,1163,Cardio,31.7,2.8,4,2,15.78
Aarav,20,Male,40,1.97,173,133,74,2,916,Cardio,18.8,2.3,2,1,13.57
